ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.8,213.048,25259.781,7.635,363.685,543.529,15.254,107.19,4.165,1
7.7,239.788,29331.237,10.713,217.001,441.53,16.389,66.396,2.512,1
5.1,225.657,30914.112,6.208,371.649,356.862,8.073,77.388,3.937,1
7.5,218.261,12088.416,4.871,407.297,518.376,17.121,56.711,4.262,1
5.4,201.331,19410.234,3.24,384.563,350.178,13.451,66.396,3.643,1
7.1,140.613,17941.811,6.275,376.046,402.594,12.44,29.468,3.396,1
6.9,190.845,21979.032,5.631,363.832,349.186,9.552,68.411,4.545,1
4.8,250.184,11465.576,4.363,398.162,607.027,18.21,62.511,3.021,1
5.0,242.621,13900.779,6.468,333.776,429.828,17.275,61.246,3.154,1
4.8,234.894,28174.621,10.85,187.424,444.854,11.785,89.011,2.897,1
4.0,291.462,52318.917,7.779,333.776,401.204,16.543,87.815,3.045,1
6.5,240.288,29534.69,6.775,341.728,265.251,13.57,93.166,4.498,1
6.8,153.886,24415.071,7.323,333.776,459.877,14.782,93.915,2.729,1
7.0,211.697,33737.289,6.301,333.776,395.407,14.182,39.803,4.105,1
5.6,226.83,28334.492,8.012,293.924,351.161,15.019,35.179,5.051,1
6.0,194.796,17350.059,4.467,404.61,406.806,11.54,48.173,4.177,1
6.3,180.966,36278.718,9.961,275.592,307.691,18.197,93.594,2.653,1
8.0,193.352,7714.747,6.087,333.776,440.939,22.505,62.007,3.481,1
8.9,135.523,4857.254,5.21,333.776,532.337,20.296,20.338,3.828,1
6.0,224.609,29983.116,7.384,329.732,604.631,17.741,65.117,4.841,1
10.3,163.625,18894.852,10.068,269.647,446.451,11.857,82.446,3.18,1
7.1,131.548,21626.498,7.208,333.776,390.955,14.845,26.505,4.728,1
6.1,249.141,45249.449,7.369,338.771,314.965,11.252,88.657,3.103,1
9.4,73.492,20438.225,8.025,315.806,458.677,12.539,50.852,3.487,1
6.9,223.603,29189.137,10.514,253.831,386.623,11.312,67.916,4.564,1
6.5,169.217,25151.412,4.613,375.612,296.074,15.089,74.076,4.404,1
5.8,213.364,26124.931,8.631,273.279,465.559,8.006,59.964,6.494,1
4.9,308.254,44063.098,7.928,280.934,327.476,14.858,66.396,4.897,1
9.7,166.949,13623.16,7.236,385.059,369.591,12.323,68.506,2.568,1
5.5,185.672,20143.065,10.236,209.471,517.936,18.464,49.371,3.673,1
7.1,193.503,42268.334,9.006,258.393,384.685,9.085,75.44,3.602,1
7.1,143.3,16263.167,6.23,333.776,503.664,19.585,66.396,3.452,1
6.4,240.245,13979.166,9.078,314.59,473.751,17.417,84.025,3.622,1
5.5,211.399,27361.659,5.81,340.624,358.044,16.629,66.396,3.774,1
8.5,181.413,31429.379,7.555,350.397,393.89,10.247,82.722,2.318,1
7.4,175.982,9460.323,5.941,333.776,402.02,15.639,37.389,3.215,1
6.7,199.589,15902.945,5.258,346.585,347.353,15.989,61.157,2.228,1
6.8,218.415,17968.883,8.254,333.776,358.718,10.52,57.244,4.334,1
8.7,194.678,24283.659,8.856,329.004,333.624,16.516,67.25,3.802,1
7.1,196.563,16911.204,6.891,320.101,520.111,12.854,66.814,4.026,1
7.1,242.909,9654.734,6.254,359.666,588.567,15.197,62.823,5.652,1
5.0,232.234,25653.69,5.929,328.33,529.053,13.539,38.347,3.603,1
7.1,281.582,21707.492,5.037,348.24,347.957,15.37,85.92,4.004,1
7.7,168.356,14336.628,5.264,333.776,421.485,7.496,67.625,4.043,1
6.3,208.379,37356.746,8.565,256.474,380.24,5.568,68.442,4.213,1
8.6,189.523,14518.975,5.124,422.99,348.041,17.358,66.396,3.52,1
5.8,272.472,15417.933,7.729,315.405,424.461,15.284,60.822,3.896,1
7.1,206.364,13839.713,8.088,321.296,369.969,14.896,66.675,5.661,1
8.0,158.04,19663.469,8.433,283.27,431.305,20.696,59.973,4.389,1
7.1,286.202,46931.884,7.44,262.526,557.422,14.472,74.044,4.121,1
4.7,249.671,20834.294,5.036,378.999,411.114,17.77,78.817,3.156,1
8.2,214.518,10389.543,6.295,327.194,403.19,15.067,72.757,3.219,1
6.4,196.616,25740.413,2.484,435.673,352.354,16.924,33.052,4.499,1
7.0,179.645,28827.36,4.946,389.889,593.396,12.079,58.364,4.366,1
7.1,185.756,27345.174,8.933,333.776,313.879,13.42,56.975,4.408,0
7.1,185.847,14971.949,6.666,346.486,418.454,18.684,67.712,5.11,0
6.9,220.96,36438.311,5.552,337.964,367.998,20.161,53.008,4.823,0
5.7,188.217,26831.61,6.203,318.377,498.142,9.657,53.509,3.323,0
5.6,177.214,17925.352,8.435,303.734,552.309,10.34,57.821,5.235,0
7.4,193.633,26736.086,10.417,309.417,557.496,16.52,61.077,3.664,0
6.3,206.89,31414.526,4.528,349.735,567.027,15.964,73.023,4.013,0
9.9,208.491,19666.993,8.009,340.238,482.842,11.36,85.829,4.052,0
5.4,175.574,15372.0,7.457,312.355,308.73,12.179,66.396,4.364,0
5.0,166.26,22229.23,9.922,295.132,449.147,12.002,63.428,3.903,0
6.5,192.265,18340.047,8.832,335.97,517.432,23.373,51.797,2.637,0
6.5,214.639,21230.431,6.486,336.975,532.573,18.264,90.908,4.527,0
6.3,225.784,23920.255,7.018,303.792,484.586,13.434,67.401,2.723,0
8.0,180.532,19384.037,9.868,325.497,386.055,11.265,67.272,4.069,0
7.1,212.732,37030.708,5.04,351.064,535.302,15.895,33.371,4.826,0
7.6,223.288,40879.79,7.031,310.632,370.271,14.375,73.757,3.146,0
6.9,173.325,19947.924,7.489,334.098,441.003,10.781,89.005,5.454,0
9.9,208.906,14673.671,6.24,366.818,442.337,19.626,66.817,4.219,0
7.6,178.272,18308.503,6.548,362.333,394.181,11.292,81.989,4.497,0
7.0,223.596,31101.684,3.692,343.827,530.221,13.675,70.435,3.447,0
8.1,208.043,15489.326,5.62,361.97,423.421,15.372,75.446,3.601,0
7.2,213.423,23432.963,5.928,328.359,325.388,14.034,60.571,3.833,0
7.5,199.678,25396.012,4.961,342.454,444.679,16.115,43.142,5.049,0
8.4,234.877,27554.345,5.682,362.49,519.032,14.482,55.628,2.977,0
6.1,175.274,29072.17,12.063,287.698,469.983,13.142,83.28,3.476,0
6.1,174.872,16314.233,8.063,333.776,435.784,10.659,62.084,5.142,0
6.4,243.688,39960.299,6.698,297.186,437.728,15.967,54.93,4.145,0
9.5,225.399,12224.625,2.981,387.099,485.697,13.204,62.298,2.85,0
7.9,199.036,20434.106,6.211,337.916,549.415,16.502,66.396,4.316,0
5.9,153.673,21910.764,9.753,319.357,352.456,14.154,65.235,5.121,0
7.1,186.873,26004.529,8.494,320.693,534.13,19.89,54.374,5.144,0
6.5,210.004,28970.088,4.25,333.776,422.818,7.091,83.69,3.361,0
5.2,207.299,27000.107,6.692,333.776,350.005,12.491,49.853,4.69,0
7.9,210.955,26703.853,6.509,341.342,374.073,8.812,72.8,3.422,0
7.7,234.636,22057.379,8.124,333.776,397.4,14.898,50.92,3.031,0
6.7,201.127,22888.788,7.664,319.463,325.538,16.788,58.961,4.411,0
10.5,190.995,6700.775,6.88,333.776,498.932,14.562,66.702,4.956,0
9.1,205.941,20868.628,6.963,330.934,422.039,16.129,77.797,4.567,0
8.1,174.161,12677.841,7.295,333.583,589.552,14.852,39.529,3.611,0
7.1,232.582,26177.79,3.914,334.161,380.46,9.634,41.952,3.697,0
7.1,139.331,2912.211,10.338,343.318,532.885,11.078,42.173,4.093,0
8.0,169.688,8896.195,7.838,328.94,430.837,12.263,76.334,3.16,0
7.0,192.956,20988.429,6.422,320.949,381.357,15.396,88.298,3.993,0
5.5,166.162,21144.975,7.608,322.733,306.356,14.171,64.137,4.064,0
8.5,248.577,22372.303,2.994,366.146,341.76,14.693,78.709,2.545,0
7.3,176.854,14859.06,8.262,327.172,445.037,19.924,87.066,3.357,0
6.3,181.072,16905.802,11.586,333.776,481.307,10.64,74.557,4.181,0
7.2,201.997,14462.674,6.737,314.043,534.801,14.214,82.946,3.783,0
8.7,144.236,2552.963,9.203,347.975,517.427,13.963,42.389,2.283,0
8.6,168.614,7013.212,8.452,355.214,419.789,17.929,33.642,4.193,0
7.2,180.854,10859.554,8.264,341.302,358.056,12.065,83.33,3.878,0
7.2,203.782,34226.072,9.412,320.259,415.578,16.221,90.184,3.354,0
8.9,189.988,15249.62,7.076,341.527,361.902,21.278,66.396,2.752,0
6.4,206.27,18409.037,3.724,348.21,389.683,13.205,60.291,2.856,0
6.7,238.512,26132.212,6.304,309.237,326.026,8.138,46.087,2.957,0
5.4,201.379,28001.118,7.209,331.587,365.092,11.789,65.945,3.947,0
7.5,185.826,21575.245,7.443,333.08,444.117,15.831,49.068,4.532,0
7.1,199.918,15335.511,8.092,303.327,399.605,11.822,58.222,4.482,0
4.4,188.654,29542.338,8.117,301.022,456.308,16.347,46.697,4.649,0
10.3,217.267,10676.508,3.446,397.755,492.206,12.813,72.282,3.407,0
6.6,198.323,21078.887,6.234,331.496,447.988,12.936,59.834,4.702,0
4.2,189.474,31292.128,7.105,333.776,370.771,11.986,50.323,5.206,0
7.9,173.357,13454.635,6.948,356.768,471.369,16.478,68.001,3.374,0
6.3,166.738,18397.199,8.076,333.776,436.992,12.905,67.649,3.94,0
7.1,181.296,23433.902,7.73,333.776,329.741,12.276,38.757,5.128,0
7.8,186.132,25926.076,8.011,333.776,399.132,22.847,35.244,4.105,0
8.2,190.06,20015.398,8.385,356.092,377.682,17.741,37.714,4.939,0
5.7,188.189,35643.181,8.883,322.169,256.303,15.0,66.396,2.34,0
7.4,193.772,23207.093,7.472,333.776,496.105,15.744,73.187,4.672,0
4.8,196.274,19185.792,4.943,329.144,459.084,13.371,84.584,4.382,0
7.9,210.039,14310.623,6.613,333.776,403.361,12.879,74.135,4.795,0
5.9,201.864,25394.105,7.692,313.648,434.72,18.007,59.972,4.587,0
7.7,178.923,18476.619,8.226,334.89,518.043,10.639,63.157,3.862,0
7.8,190.314,20229.108,9.187,335.639,379.223,14.979,73.425,3.096,0
6.1,168.444,23894.136,9.495,318.026,494.129,19.116,60.265,3.841,0
5.0,193.168,17342.314,7.843,322.107,444.453,17.473,66.542,4.544,0
8.7,200.736,15049.584,8.63,356.805,441.298,17.853,74.587,4.979,0
7.7,221.357,30253.851,6.269,320.478,529.747,17.973,84.696,4.979,0
8.6,200.072,9782.344,5.662,333.776,511.162,11.856,66.048,4.604,0
5.7,184.782,17527.717,5.315,339.056,409.479,15.196,31.942,3.269,0
6.6,204.343,21443.265,5.98,312.315,412.997,11.965,62.52,2.841,0
6.5,195.567,29616.493,7.109,328.999,530.8,11.899,68.141,2.356,0
7.1,169.189,18408.295,5.132,342.938,350.894,19.334,86.677,6.739,0
9.2,223.691,21610.581,4.116,333.776,480.013,12.725,65.551,5.266,0
7.1,162.626,21318.962,7.575,289.208,457.812,7.477,60.238,4.515,0
6.3,158.343,15288.214,7.6,342.448,334.937,9.237,38.104,5.459,0
6.0,181.259,11826.294,3.689,356.167,543.348,8.829,60.206,4.247,0
7.6,172.198,10930.056,8.433,333.776,400.706,12.56,51.644,3.243,0
6.4,178.327,25993.711,7.295,329.695,566.755,11.974,60.737,6.033,0
7.1,196.249,17909.366,3.672,333.776,417.287,14.557,57.735,3.888,0
6.1,191.756,26853.949,9.065,312.202,375.547,15.514,73.79,4.881,0
5.8,168.295,19156.123,6.878,331.478,506.757,14.526,80.424,4.143,0
5.4,175.433,29009.011,6.481,333.776,463.478,19.37,67.286,4.267,0
5.3,184.785,22274.368,9.727,319.03,492.135,11.895,87.298,2.95,0
5.4,212.593,40149.317,8.124,318.792,355.546,17.349,64.211,3.663,0
9.9,207.066,16544.276,7.039,363.037,278.753,17.053,44.3,4.117,0
7.1,218.302,42061.323,6.331,324.542,503.139,15.712,48.498,4.328,0
7.1,204.164,20574.364,7.089,333.776,353.928,16.488,57.023,3.775,0
9.4,173.64,8777.687,8.456,358.292,596.826,16.785,105.272,4.605,0
7.5,263.037,31085.083,1.684,333.776,584.604,11.809,45.501,4.107,0
5.3,206.313,42210.885,8.85,333.776,410.649,11.928,46.54,5.069,0
7.3,202.329,21891.677,7.629,339.829,379.27,7.655,64.022,4.238,0
7.8,223.688,37376.793,6.665,333.776,343.764,16.697,74.782,2.907,0
6.8,197.46,23608.862,8.396,333.776,526.426,10.878,62.037,2.877,0
5.6,152.954,19835.981,9.346,323.393,596.076,14.381,49.428,4.644,0
5.7,233.515,41411.602,5.895,310.161,509.768,22.687,73.752,3.403,0
5.4,226.586,45510.584,7.07,307.621,420.125,21.94,58.852,4.091,0
7.1,208.177,17264.841,3.296,387.071,631.304,8.405,68.301,3.912,0
5.0,169.397,29072.038,10.711,297.013,467.218,15.914,23.793,4.286,0
4.6,197.077,25969.215,8.865,333.776,461.836,12.853,69.335,3.933,0
7.1,203.506,21417.594,6.073,319.523,348.527,12.613,68.643,4.614,0
7.0,202.809,23502.858,5.239,335.549,471.132,13.892,63.752,5.99,0
5.8,194.5,16173.727,6.342,318.789,387.13,12.043,52.512,4.241,0
8.4,183.107,12856.929,7.4,361.78,587.023,15.927,77.951,3.815,0
5.9,213.471,41839.456,7.925,312.33,357.259,15.599,54.422,4.296,0
6.9,187.415,19024.486,6.915,333.776,428.787,12.58,44.38,5.371,0
10.3,217.737,9651.875,4.338,369.298,528.122,18.661,54.15,3.29,0
8.2,182.905,18949.976,6.663,347.133,332.855,18.328,66.688,4.225,0
7.3,208.444,30879.027,6.857,336.049,352.602,10.566,64.025,4.686,0
8.8,226.106,18140.594,4.93,320.799,350.117,14.339,64.335,3.879,0
6.6,198.884,27867.487,7.328,318.408,573.724,13.192,81.551,4.694,0
6.1,197.541,39657.272,9.9,288.158,319.434,11.587,120.03,4.601,0
5.9,177.891,27296.294,8.869,312.016,385.813,13.939,60.614,4.807,0
5.4,163.344,19646.233,9.093,314.238,491.75,15.496,48.687,3.578,0
5.0,160.496,27218.822,11.543,289.976,303.256,16.569,70.699,3.665,0
6.5,163.257,15000.188,7.642,334.103,517.428,17.531,37.766,4.963,0
9.6,200.842,18907.643,7.515,333.776,370.904,11.359,64.371,4.405,0
8.7,179.41,9694.355,6.577,368.504,323.744,13.925,85.779,2.842,0
8.4,187.643,10603.098,7.84,352.836,376.241,13.375,58.95,2.834,0
7.1,204.924,12556.754,5.789,359.952,610.768,16.013,52.442,3.258,0
3.8,186.918,19988.649,7.175,333.776,483.334,13.423,74.382,3.636,0
4.3,148.738,26640.072,9.243,316.764,365.835,12.516,54.082,3.068,0
9.9,210.654,13189.519,4.945,333.776,481.137,11.763,49.852,3.813,0
4.3,186.056,30565.578,9.811,276.834,282.687,13.449,66.396,3.242,0
8.3,196.548,11310.958,5.311,364.405,607.916,8.457,76.695,4.29,0
7.1,179.149,4784.968,5.702,378.398,517.496,14.387,68.687,2.38,0
3.4,207.397,49074.73,5.667,301.975,351.52,15.987,86.639,3.722,0
7.5,182.193,17100.887,5.949,357.266,499.095,20.726,60.671,3.342,0
7.0,191.858,26189.647,7.279,317.184,564.648,19.427,50.507,4.932,0
7.1,164.378,15908.562,11.209,333.776,360.814,17.24,60.179,4.381,0
7.5,237.58,25222.956,7.277,316.562,377.682,5.915,62.044,3.949,0
7.1,190.047,18327.438,7.899,354.419,445.928,12.902,63.457,4.544,0
7.2,204.768,15658.086,3.843,333.776,407.375,15.151,64.989,4.399,0
8.8,187.44,7850.642,6.36,333.776,384.921,16.722,77.903,3.48,0
7.1,198.234,26486.181,6.473,333.776,472.694,11.032,63.73,4.149,0
7.1,219.013,29433.424,9.384,302.767,426.431,17.307,70.06,5.777,0
9.0,169.509,4343.357,5.781,386.7,471.925,16.171,62.722,2.814,0
9.5,199.081,9082.816,5.977,367.231,501.447,12.877,55.771,3.813,0
6.1,213.176,20417.264,6.244,333.776,435.377,23.515,81.299,4.091,0
7.5,210.347,29252.501,5.923,339.847,445.061,16.917,84.869,5.493,0
7.1,221.191,29091.207,5.135,333.776,515.06,19.578,62.627,5.116,0
6.6,172.055,14877.29,7.08,338.441,405.818,15.656,58.561,4.334,0
6.0,200.421,32882.156,6.517,352.019,349.982,14.105,43.377,3.424,0
6.3,164.817,14973.297,10.707,316.144,337.219,19.412,64.385,3.843,0
7.1,209.766,27382.769,7.432,323.956,301.203,13.971,62.739,4.103,0
7.5,217.7,19436.504,4.639,352.424,494.094,14.46,57.196,3.841,0
6.4,175.044,25833.852,8.244,333.947,302.191,10.559,70.108,3.682,0
9.0,228.92,25208.152,6.767,333.776,380.145,15.518,66.396,2.897,0
7.5,223.184,18261.695,5.207,333.776,456.262,14.024,99.13,2.082,0
5.7,189.828,15825.44,8.11,313.057,425.017,14.899,81.374,2.723,0
7.8,174.889,13404.254,7.518,333.776,491.432,13.826,75.059,4.905,0
7.1,180.904,9727.653,5.706,333.776,399.955,15.952,67.703,3.272,0
8.8,157.232,4728.651,8.848,356.774,299.28,9.44,61.641,5.176,0
8.0,186.463,15007.273,7.697,355.726,561.613,10.153,67.0,3.138,0
7.2,214.01,23718.552,3.924,343.764,506.9,15.446,66.396,5.184,0
6.4,202.945,20920.252,5.528,338.582,332.613,12.809,75.101,3.569,0
6.1,179.58,27951.613,8.076,303.647,467.172,13.835,69.017,3.631,0
8.5,228.732,16061.59,4.142,356.305,370.712,14.062,82.365,4.914,0
5.8,200.145,27840.694,7.132,318.643,414.015,15.55,62.521,3.079,0
7.1,220.976,11562.436,6.033,359.187,406.466,14.149,59.373,4.589,0
6.8,192.143,19089.949,4.365,345.019,457.555,13.273,66.396,4.905,0
7.9,174.693,10465.262,7.668,350.535,472.043,14.634,60.862,3.084,0
8.6,221.15,24897.287,6.223,341.809,389.293,15.952,36.083,3.916,0
5.6,229.295,44652.364,6.501,323.999,424.257,12.362,40.412,3.826,0
8.1,218.441,31350.276,5.508,334.645,376.67,14.886,52.416,4.308,0
6.7,222.488,25319.914,4.971,339.06,318.564,19.369,72.717,3.928,0
6.5,173.769,23734.846,9.009,330.165,593.562,13.986,63.694,4.356,0
9.7,209.762,10897.15,6.107,358.193,449.368,13.912,47.1,5.573,0
9.3,204.36,14333.538,9.07,328.298,431.475,11.935,90.902,5.256,0
7.1,180.893,17705.609,6.223,350.195,447.937,10.461,32.075,3.999,0
10.1,175.876,5232.913,9.674,333.776,477.984,16.471,62.605,3.819,0
6.5,177.295,16532.829,10.097,305.249,466.649,6.776,65.146,4.306,0
6.1,200.646,16932.577,6.542,333.776,404.46,9.064,84.057,2.956,0
6.3,214.215,21022.835,7.259,331.822,434.049,15.872,64.847,1.681,0
5.3,185.705,26532.737,6.133,328.14,543.182,17.398,47.066,4.801,0
8.3,192.004,11889.218,8.377,345.987,405.341,17.396,85.445,3.076,0
6.0,246.693,39489.01,3.195,333.776,357.986,13.239,78.405,4.207,0
6.2,171.104,19605.03,8.268,333.776,512.895,17.218,53.61,3.473,0
8.2,192.177,12819.875,7.536,343.477,418.679,13.353,86.978,3.382,0
7.1,205.639,39742.97,4.661,323.956,509.546,11.675,55.043,3.917,0
7.1,233.02,27071.119,6.221,298.113,357.12,16.769,51.284,4.285,0
7.1,220.553,28135.077,7.978,307.652,421.464,17.532,86.848,3.57,0
9.8,230.472,16103.361,5.599,333.776,300.062,14.384,61.939,4.219,0
8.7,219.779,30681.12,7.269,340.918,481.853,9.151,50.179,2.888,0
7.0,220.562,18628.697,6.782,333.776,397.996,14.809,77.764,3.122,0
6.5,172.864,14625.561,7.737,349.404,652.538,10.212,56.95,4.668,0
7.8,180.347,17516.699,7.489,352.277,370.011,14.289,80.882,2.902,0
9.7,205.206,8508.154,4.945,386.541,392.767,12.447,53.898,3.193,0
8.0,151.736,8864.686,11.252,333.776,447.484,12.413,66.396,5.25,0
7.1,170.55,17561.273,8.32,349.292,374.464,10.989,73.701,3.717,0
7.1,204.735,33798.109,6.578,333.776,426.081,13.94,69.052,3.845,0
7.4,189.596,29122.697,8.421,321.568,458.044,17.197,56.77,4.817,0
5.5,204.683,29493.423,7.604,323.609,476.844,16.672,83.414,5.06,0
6.1,230.718,44868.458,6.443,333.776,397.237,14.038,76.702,3.292,0
7.1,222.821,23879.227,5.082,333.776,382.758,15.856,66.27,4.235,0
6.3,185.707,24769.511,6.718,318.228,534.541,13.629,69.139,4.674,0
7.1,190.929,20661.411,10.175,299.346,471.063,9.226,60.024,4.969,0
6.3,196.775,29213.62,8.529,334.478,574.541,11.096,66.396,5.703,0
9.0,181.567,8273.592,6.701,333.776,372.551,9.762,65.216,4.008,0
8.5,201.608,24207.298,7.221,333.776,436.626,15.741,63.311,5.112,0
7.1,183.465,19998.859,7.152,337.54,294.847,10.089,66.299,4.183,0
7.1,193.4,30630.76,6.874,342.193,430.396,17.447,49.884,2.913,0
4.0,203.387,42327.168,8.55,279.675,503.732,13.759,46.384,4.18,0
6.4,204.358,32333.842,5.204,345.718,389.215,11.145,91.205,5.014,0
6.3,184.952,28653.472,6.519,335.258,470.43,11.198,66.396,4.343,0
7.6,188.507,22510.975,8.617,333.776,393.294,12.855,73.314,4.954,0
5.5,204.26,39997.784,7.027,319.203,431.972,15.4,41.952,3.945,0
7.1,216.676,17870.315,6.613,338.416,438.132,15.441,83.273,2.605,0
7.5,240.345,36701.974,4.536,339.221,453.211,16.107,67.952,3.384,0
7.1,179.149,21051.365,8.888,296.949,418.27,18.801,92.096,3.765,0
7.9,214.187,23823.493,7.291,341.173,411.424,19.585,25.057,4.029,0
7.1,191.764,10830.801,6.363,333.776,492.2,17.292,43.273,4.267,0
7.1,181.375,14579.822,5.435,333.776,308.793,9.545,60.215,4.162,0
5.4,201.781,31157.11,7.286,304.425,451.557,10.842,87.634,3.676,0
8.3,202.202,21295.75,5.618,333.776,428.95,15.491,81.315,4.828,0
6.7,195.191,19966.745,7.745,354.209,411.796,17.323,67.982,2.443,0
6.1,211.454,39352.776,6.212,333.776,488.141,11.792,46.928,4.591,0
6.6,156.222,12772.096,9.76,341.749,418.972,10.382,78.305,3.771,0
4.7,220.476,38748.411,4.653,306.451,442.531,10.941,66.396,4.126,0
8.2,219.56,13699.681,3.804,333.776,460.529,14.951,79.634,3.524,0
7.1,226.548,13584.49,4.191,374.158,335.378,9.147,82.865,2.365,0
7.1,220.836,27319.569,4.507,329.997,463.965,13.987,66.396,5.667,0
5.7,194.13,20081.538,6.778,333.776,403.99,18.285,66.396,3.592,0
6.6,185.411,16360.566,9.473,320.847,458.924,12.488,40.96,3.547,0
8.3,188.161,11120.701,7.411,346.32,344.155,15.315,89.447,3.332,0
7.1,241.896,25717.936,4.24,369.541,474.937,15.306,48.374,4.306,0
7.1,221.62,11954.701,6.657,333.776,391.239,12.961,66.396,3.282,0
10.5,213.877,16786.925,6.624,333.776,411.217,16.591,67.746,3.505,0
5.2,207.281,44612.751,7.288,300.254,552.908,12.724,52.238,2.949,0
7.0,193.753,27408.499,10.185,307.695,302.94,15.89,78.077,2.396,0
6.5,205.168,13584.9,3.778,333.776,327.967,15.628,51.85,4.197,0
6.6,195.158,15405.496,2.751,333.776,436.278,10.855,66.396,3.792,0
9.0,221.32,14149.5,5.326,366.668,377.858,13.008,87.896,4.348,0
6.0,202.746,19952.309,7.872,311.188,412.039,18.632,73.166,5.013,0
6.3,191.85,15130.154,5.113,349.95,538.204,12.384,52.098,4.51,0
6.6,212.978,23564.58,6.608,325.354,430.333,14.353,33.403,4.459,0
7.1,153.236,11553.039,8.445,329.404,278.483,11.267,81.718,3.793,0
8.1,208.689,23985.864,7.514,346.424,436.291,9.612,67.381,2.935,0
7.7,209.997,22993.729,5.544,343.494,417.739,7.751,63.552,2.707,0
5.6,154.301,20503.43,9.645,313.47,355.207,18.469,75.14,4.536,0
7.5,192.235,24227.961,7.241,336.151,369.428,18.189,70.589,3.703,1
7.1,218.574,11724.623,7.565,296.431,452.728,14.666,51.262,3.561,1
7.3,210.119,12810.423,8.867,309.662,412.707,12.389,73.513,3.919,1
10.0,210.127,9064.036,7.198,363.562,324.648,10.213,92.644,3.847,1
7.1,188.744,19037.463,6.034,333.776,388.066,15.149,78.499,2.724,1
7.8,233.977,6670.659,6.845,333.776,545.311,16.536,67.484,3.886,1
7.1,155.676,52060.227,2.578,365.081,323.001,14.167,48.254,2.001,1
6.3,197.482,23460.821,6.121,303.55,399.564,18.822,62.223,4.039,1
9.6,221.76,12538.974,9.09,333.776,441.881,13.808,66.396,2.947,1
7.1,186.595,29496.91,8.118,378.431,616.175,14.963,65.445,2.475,1
8.9,224.078,22960.181,8.982,274.689,466.245,9.693,59.577,3.619,1
7.1,195.837,14563.683,9.316,333.776,289.661,9.184,49.54,3.957,1
8.1,211.794,15494.36,9.45,333.776,363.129,15.403,54.491,4.351,1
8.2,203.419,16925.012,5.574,337.252,527.913,18.361,60.394,3.92,1
4.9,164.667,31155.54,7.411,383.783,506.531,14.98,69.249,5.046,1
9.0,198.996,20225.643,7.57,352.686,492.098,19.622,64.177,3.2,1
7.4,220.387,17606.886,9.426,274.207,551.145,14.826,67.305,3.183,1
9.1,202.515,24678.329,5.576,334.717,467.111,12.937,46.935,4.492,1
4.2,164.351,23863.717,8.594,333.776,547.467,13.843,71.047,2.805,1
7.8,216.473,21299.319,6.218,333.776,524.08,13.896,83.147,5.128,1
